source_type,source_id,name,english_name,creator,media_type,image_link,genres,synopsis,favorites,members,score,processed_at
mal,54103,Hikikomari Kyuuketsuki no Monmon,The Vexations of a Shut-In Vampire Princess,"{""studio"": ""Project No.9""}",anime,https://cdn.myanimelist.net/images/anime/1032/137893l.jpg,Comedy|Fantasy|Vampire,"In a world where death is not permanent, Terakomari ""Komari"" Gandesblood has been a self-proclaimed professional shut-in for the past three years. As part of the noble Gandesblood lineage, she once tried to meet the expectations of her family. However, as a vampire who cannot use magic or consume blood, she soon gave up on becoming an imperial general like her ancestors. Unfortunately, a misunderstanding with her father earns her the formidable position of one of the Seven Crimson Lords, the strongest fighters and generals in the Mulnite Empire. 

Now, Komari must hide her lack of talent from the soldiers she commands, or they may attempt to overthrow her. Working alongside her newly-assigned maid, Villhaze, Komari manages to trick her unit of soldiers into believing she is a ruthless warlord and promises to conquer the world. But as more people come to admire Komari, her life is further threatened as a vampire from her past reappears with every intention to kill her for good.

[Written by MAL Rewrite]",822,125567,7.14,
mal,28825,Himouto! Umaru-chan,Himouto! Umaru-chan,"{""studio"": ""Doga Kobo""}",anime,https://cdn.myanimelist.net/images/anime/12/75086l.jpg,Comedy|Otaku Culture|School,"People are not always who they appear to be, as is the case with Umaru Doma, the perfect high school girl—that is, until she gets home! Once the front door closes, the real fun begins. When she dons her hamster hoodie, she transforms from a refined, over-achieving student into a lazy, junk food-eating otaku, leaving all the housework to her responsible older brother Taihei. Whether she's hanging out with her friends Nana Ebina and Kirie Motoba, or competing with her self-proclaimed ""rival"" Sylphinford Tachibana, Umaru knows how to kick back and have some fun!

Himouto! Umaru-chan is a cute story that follows the daily adventures of Umaru and Taihei, as they take care of—and put up with—each other the best they can, as well as the unbreakable bonds between friends and siblings.

[Written by MAL Rewrite]",4686,723469,7.09,
mal,35376,Himouto! Umaru-chan R,,"{""studio"": ""Doga Kobo""}",anime,https://cdn.myanimelist.net/images/anime/10/89671l.jpg,Comedy|Otaku Culture|School,"Umaru Doma is a model student who has a hidden side: when she gets home each day, she puts on her hamster hoodie and turns into a sluggish otaku fond of junk food. As Umaru continues these daily antics, the friendship between her and her classmates—Nana Ebina, Kirie Motoba, and Sylphinford Tachibana—deepens, and more and more interesting events begin to unfold.

Of course, these events give rise to numerous questions. What did Nana ask of Umaru's brother Taihei? Who is the mysterious girl with the diamond hairpin? And most important of all: why does this girl seem to know Umaru? These questions and more will be answered in Himouto! Umaru-chan R!

[Written by MAL Rewrite]",551,270494,7.31,
mal,33948,Hinako Note,Hinako Note,"{""studio"": ""Passione""}",anime,https://cdn.myanimelist.net/images/anime/2/84858l.jpg,Slice of Life|CGDCT|Performing Arts,"Born and raised in the countryside of Japan, Hinako ""Hina"" Sakuragi gets anxious easily when she talks to new people—so much so that she resembles a stiff scarecrow. To overcome this, Hina hopes to get involved in theater, inspired by a play she saw during her school's field trip. So, Hina moves into the Hitotose Manor in the bustling city of Tokyo to study at Fujiyama High School, aspiring to join the school's renowned theater club.

But to Hina's dismay, she learns that Fujiyama High's theater club has been on a lengthy hiatus. Having already come to Tokyo and enrolled in the school, Hina is at a loss for what to do next. Sensing her disappointment and eagerness to learn theater, Chiaki Hagino, the landlady of Hitotose Manor, encourages Hina to create a troupe with the residents of Hitotose Manor as its members.

Hinako Note follows Hina as she begins a new life in Tokyo attending Fujiyama High while learning the ropes of theater with the support of her friends along the way.

[Written by MAL Rewrite]",224,111724,6.78,
mal,37614,Hitoribocchi no Marumaru Seikatsu,,"{""studio"": ""C2C""}",anime,https://cdn.myanimelist.net/images/anime/1612/145601l.jpg,Comedy|CGDCT|School,"Many of us know what it is like to transition to a new school with few to no friends in a new environment, going through the arduous process of getting to know people again. Bocchi Hitori knows this struggle all too well, having just graduated from elementary school and thrown into middle school. Unfortunately, she suffers from extreme social anxiety: she faints when overwhelmed, vomits when nervous, and draws up ridiculously convoluted plans to avoid social contact. It does not help that her only friend from elementary school, Kai Yawara, will not be attending the same middle school as Bocchi. However, wanting to help her, Kai severs ties with Bocchi and promises to reconcile with her when she befriends all of her classmates in her new middle school class.

Even though Bocchi has no faith in herself, she is determined to be friends with Kai again. Summoning all of her courage, Bocchi takes on the daunting challenge of making friends with her entire class, starting with the delinquent-looking girl sitting in front of her...

[Written by MAL Rewrite]",1275,230030,7.47,
mal,42897,Horimiya,Horimiya,"{""studio"": ""CloverWorks""}",anime,https://cdn.myanimelist.net/images/anime/1695/111486l.jpg,Romance|School,"On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent.

Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world.

[Written by MAL Rewrite]",38595,1549811,8.19,
mal,54856,Horimiya: Piece,Horimiya: The Missing Pieces,"{""studio"": ""CloverWorks""}",anime,https://cdn.myanimelist.net/images/anime/1007/136277l.jpg,Romance|School,"As the graduation ceremony at Katagiri High School comes to an end, Kyouko Hori, her boyfriend Izumi Miyamura, and their friends begin to look back on their time as students. The moments they shared together may be fleeting, but each one is a colorful piece of their precious memories.

[Written by MAL Rewrite]",2963,419000,8.14,
mal,578,Hotaru no Haka,Grave of the Fireflies,"{""studio"": ""Studio Ghibli""}",anime,https://cdn.myanimelist.net/images/anime/1485/141208l.jpg,Drama|Historical,"As World War II reaches its conclusion in 1945, Japan faces widespread destruction in the form of American bombings, devastating city after city. Hotaru no Haka, also known as Grave of the Fireflies, is the story of Seita and his sister Setsuko, two Japanese children whose lives are ravaged by the brutal war. They have lost their mother, their father, their home, and the prospect of a bright future—all tragic consequences of the war.

Now orphaned and homeless, Seita and Setsuko have no choice but to drift across the countryside, beset by starvation and disease. Met with the apathy of adults along the way, they find that desperate circumstances can turn even the kindest of people cruel yet their youthful hope shines brightly in the face of unrelenting hardship, preventing the siblings from swiftly succumbing to an inevitable fate.

[Written by MAL Rewrite]",8839,735887,8.53,
mal,39730,Houkago Teibou Nisshi,Diary of Our Days at the Breakwater,"{""studio"": ""Doga Kobo""}",anime,https://cdn.myanimelist.net/images/anime/1216/111637l.jpg,Gourmet|Slice of Life|CGDCT|Iyashikei|School,"Hina Tsurugi and her family have just moved to a quaint seaside town. Hoping to savor the sight of the peaceful ocean, Hina stumbles upon a girl named Yuuki Kuroiwa—an upperclassman at her new school—who invites Hina to join her in fishing. Hina reels in an octopus, which falls onto her; being afraid of bugs and big creatures, she panics and begs Yuuki to remove it from her. Yuuki sees this as an opportunity to force Hina to join the school's Breakwater Club—a club where members gather, catch, and eat various types of marine life as their main activity.

Although her attempts to refuse to join fail, Hina slowly begins to discover the hidden joy in fishing. Her view on the sport changes, now looking forward to all the delightful experiences she can take part in alongside her fellow club members.

[Written by MAL Rewrite]",340,70424,7.44,
mal,12189,Hyouka,Hyouka,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/13/50521l.jpg,Mystery|Slice of Life|School,"High school freshman Houtarou Oreki has but one goal: to lead a gray life while conserving as much energy as he can. Unfortunately, his peaceful days come to an end when his older sister, Tomoe, forces him to save the memberless Classics Club from disbandment.

Luckily, Oreki's predicament seems to be over when he heads to the clubroom and discovers that his fellow first-year, Eru Chitanda, has already become a member. However, despite his obligation being fulfilled, Oreki finds himself entangled by Chitanda's curious and bubbly personality, soon joining the club of his own volition.

Soon enough, the club's membership grows to four, as Oreki's friends Satoshi Fukube and Mayaka Ibara join. Driven by Chitanda's insatiable curiosity, the members of the Classics Club solve the trivial yet intriguing mysteries that permeate their daily lives.

[Written by MAL Rewrite]",27918,1446791,8.05,
mal,13469,Hyouka: Motsubeki Mono wa,Hyouka: What Should Be Had,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/6/50363l.jpg,Mystery|Slice of Life|School,"It's another regular day, with Houtarou Oreki sitting at home as usual; that is until his sister Tomoe ropes him into working as a lifeguard at the local swimming pool. Upon reaching the pool, Oreki coincidentally meets the other members of the Classics Club. Eru Chitanda notices that a white object that was on a woman's ear a while ago suddenly disappeared, which leaves her curious about the mystery behind it.

Hyouka: Motsubeki Mono wa features Oreki and the rest of the Classics Club as they have fun at the pool and solve the mystery that has piqued Chitanda's curiosity.

[Written by MAL Rewrite]",156,198045,7.35,
mal,40787,Josee to Tora to Sakana-tachi,"Josee, the Tiger and the Fish","{""studio"": ""Bones""}",anime,https://cdn.myanimelist.net/images/anime/1714/108892l.jpg,Drama|Romance|Adult Cast|Visual Arts,"Equipped with his passion for diving and admiration for marine biology, university student Tsuneo Suzukawa tries his best to juggle several part-time jobs to earn enough money to study abroad. But one night, in a fateful accident, he meets a girl in a wheelchair, driving his current path into a detour.

The girl, Kumiko—who prefers to be called ""Josee""—initially comes off as rude. Tsuneo, however, is then convinced by Josee's grandmother to take on the paid job to be Josee's caretaker. Despite being annoyed with her bossy demeanor, Tsuneo sees the opportunity to save more funds to support his academic dream. Nonetheless, after putting up with Josee's behavior for some time, Tsuneo tries to quit, only to discover Josee's dreams of traversing the outside world—to experience a life free from her crippling condition.

Changing his mind, Tsuneo decides to accompany Josee in exploring the wonders that the world has to offer. Through their time together, the two begin to realize that the traits that bind them may be vital toward fulfilling their respective aspirations.

[Written by MAL Rewrite]",6933,496193,8.38,
mal,12679,Joshiraku,Joshiraku,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/8/48925l.jpg,Comedy|Adult Cast|Gag Humor|Parody|Performing Arts,"Joshiraku follows the conversations of five rakugo storyteller girls relating the odd things that happen to them each day. Their comedic and satirical chatting covers all kinds of topics, from pointless observations of everyday life, to politics, manga, and more. Each girl has something new to add to the discussion, and the discourse never ends in the same place it began.

Each of the rakugo girls has their own unique personality, with the energetic but immature Marii Buratei; the seemingly cute Kigurumi Haroukitei; the inherently lucky and carefree Tetora Bouhatei; the calm and violent Gankyou Kuurubiyuutei; and the pessimistic and unstable Kukuru Anrakutei. These girls—and their mysterious friend in a wrestling mask—give their observations to the audience, either backstage at the rakugo theater or in various famous locations around Tokyo.

[Written by MAL Rewrite]",781,189085,7.43,
mal,5680,K-On!,K-ON!,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/10/76120l.jpg,Comedy|CGDCT|Music|School,"A fresh high school year always means much to come, and one of those things is joining a club. Being in a dilemma about which club to join, Yui Hirasawa stumbles upon and applies for the Light Music Club, which she misinterprets to be about playing simple instruments, such as castanets. Unable to play an instrument, she decides to visit to apologize and quit.

Meanwhile, the Light Music Club faces disbandment due to a lack of members. This causes the club members to offer anything, from food to slacking off during club time, in order to convince Yui to join. Despite their efforts, Yui insists on leaving due to her lack of musical experience. As a last resort, they play a piece for Yui, which sparks her fiery passion and finally convinces her to join the club.

From then onward, it is just plain messing around with bits and pieces of practice. The members of the Light Music Club are ready to make their time together a delightful one!

[Written by MAL Rewrite]",25033,1101883,7.86,
mal,9617,K-On! Movie,K-ON! The Movie,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/5/76233l.jpg,Award Winning|Comedy|CGDCT|Music,"Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure!

Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.

[Written by MAL Rewrite]",2940,347235,8.36,
mal,7791,K-On!!,K-ON! Season 2,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/12/76121l.jpg,Award Winning|Comedy|CGDCT|Music|School,"It is the new year, which means that the senior members of the Light Music Club are now third-years, with Azusa Nakano being the only second-year. The seniors soon realize that Azusa will be the only member left once they graduate and decide to recruit new members. Despite trying many methods of attracting underclassmen—handing out fliers, bringing people into the clubroom, and performing at the welcoming ceremony—there are no signs of anyone that plans to join.

While heading to the clubroom, Azusa overhears Yui Hirasawa say that the club is fine with only five people and that they can do many fun things together. Changing her mind, she decides that they do not need to recruit any members for the time being. 

K-On!! revolves around the members of the Light Music Club as they experience their daily high school life. From rehearsing for concerts to just messing around, they are ready to make their last year together an exciting one!

[Written by MAL Rewrite]",15015,733456,8.18,
mal,9734,K-On!!: Keikaku!,K-On!!: Plan!,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/7/26965l.jpg,Comedy|CGDCT|Music|School,"The summer holidays are coming to an end, but the girls from Houkago Tea Time want to take one more trip before their next semester starts. With countless travel destinations to choose from and as many preferences as there are club members, coming to an agreement seems far-flung.

Unable to reach a decision, they remember that they must first apply for new passports. As simple as it may sound, the routine visit to a government office and filing a form soon turns into an all-day adventure for Yui Hirasawa and the rest of the band.

[Written by MAL Rewrite]",247,132638,7.85,
mal,6862,K-On!: Live House!,K-ON! Live House!,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/9/15892l.jpg,Comedy|CGDCT|Music|School,"It is almost the end of the year, and Houkago Tea Time has been invited to participate in a live house on New Year's Eve! The iconic band members are Yui Hirasawa, the carefree guitarist who is enthusiastic to play music; Mio Akiyama, the shy bassist who gets embarrassed easily; Tsumugi Kotobuki, the gentle and sweet keyboardist who finds joy in normal activities; Ritsu Tainaka, the extroverted drummer who likes to tease Mio; and Azusa Nakano, the rhythm guitarist who is one year younger than the rest but slightly more mature.

Performing in the set gives the girls the rare opportunity to meet various people from different bands, including the one that invited them, Love Crysis. Will Houkago Tea Time be able to delight their audiences successfully?

[Written by MAL Rewrite]",287,168883,7.85,
mal,52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love is War -The First Kiss That Never Ends-,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1670/130060l.jpg,Comedy|Drama|Romance|School,"After their first kiss, Kaguya Shinomiya and Miyuki Shirogane are left unsure where their relationship stands. The troubling uncertainty of whether they could be considered an official couple unleashes newfound problems as both Kaguya and Shirogane struggle to sort out their feelings.

While the lovestruck student council officers fret, the Christmas season rolls around, and romance is in the air. In the face of widespread tenderness, Kaguya and Shirogane must endure their affectionate battle of wits once more. Should they reconcile their feelings for one another, they may find themselves within reach of what they have both been longing for so long: true love.

[Written by MAL Rewrite]",2213,341180,8.73,
mal,37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1295/106551l.jpg,Comedy|Romance|School,"At the renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple.

However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!

[Written by MAL Rewrite]",41450,1870205,8.4,
mal,43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1160/122627l.jpg,Comedy|Romance|School,"The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends.

Meanwhile, council treasurer Yuu Ishigami suffers under the weight of his hopeless crush on Tsubame Koyasu, a popular upperclassman who helps to instill a new confidence in him. Miko Iino, the newest student council member, grows closer to the rule-breaking Ishigami while striving to overcome her own authoritarian moral code.

As love further blooms at Shuchiin Academy, the student council officers drag their outsider friends into increasingly comedic conflicts.

[Written by MAL Rewrite]",32604,1051630,8.97,
mal,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War?,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1764/106659l.jpg,Comedy|Romance|School,"After a slow but eventful summer vacation, Shuchiin Academy's second term is now starting in full force. As August transitions into September, Miyuki Shirogane's birthday looms ever closer, leaving Kaguya Shinomiya in a serious predicament as to how to celebrate it. Furthermore, the tenure of the school's 67th student council is coming to an end. Due to the council members being in different classes, the only time Kaguya and Miyuki have to be together will soon disappear, putting all of their cunning plans at risk.

A long and difficult election that will decide the fate of the new student council awaits, as multiple challengers fight for the coveted title of president.

[Written by MAL Rewrite]",18982,1447054,8.62,
mal,43609,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,Kaguya-sama: Love is War OVA,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1027/115055l.jpg,Comedy|Romance|Ecchi|School,"What do Shuchiin Academy's model students do outside of their student council duties? After a visit to the swimming pool, Kaguya Shinomiya and Chika Fujiwara take to the showers to wash themselves off. When Chika accidentally drops a bar of soap, the two find themselves in a rather slippery mishap. 

Meanwhile, Miyuki Shirogane and Yuu Ishigami examine a discarded pornographic magazine—its content bearing an uncanny resemblance to the other student council members. Later on, an intense fried rice cook-off commences as Chika and Miko Iino seek to crown a master chef amongst the council. 

These eccentric activities reveal a side of the student council that has never been seen before!

[Written by MAL Rewrite]",585,251617,7.58,
mal,59402,Kakkou no Iinazuke Season 2,A Couple of Cuckoos Season 2,"{""studio"": ""Okuruto Noboru""}",anime,https://cdn.myanimelist.net/images/anime/1551/150517l.jpg,Comedy|Romance|Harem,"A lot has happened for Nagi Umino and Erika Amano: they were swapped at birth, learned of their engagement, and have started living under the same roof. The two now share their home with Nagi's sister, Sachi, and his crush, Hiro Segawa. Despite this unusual domestic situation and frequent quarreling, the group is beginning to settle into a life together.

However, the return of Nagi's childhood friend Ai Mochizuki to Japan complicates things. Ai suddenly declares her intention to marry Nagi, and although he turns her down, she is committed to having him all to herself. Now with four girls around, each with their own thoughts about him, Nagi must figure out his own feelings and the best way forward.

[Written by MAL Rewrite]",215,50382,6.91,
mal,59277,"Kanojo, Okarishimasu 4th Season",Rent-a-Girlfriend Season 4,"{""studio"": ""TMS Entertainment""}",anime,https://cdn.myanimelist.net/images/anime/1071/150808l.jpg,Comedy|Romance|Adult Cast|Harem,"Fourth season of Kanojo, Okarishimasu.",325,69590,6.15,
mal,1530,Kanon (2006),Kanon,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1362/128746l.jpg,Drama|Romance|Supernatural,"As a young child, Aizawa Yuuichi had often visited his cousin in the city; however, something drastic happened to keep him away for seven long years. Now, Yuuichi returns, his memories of those days are simply gone.

Settling into the wintry town, Yuuichi comes across several young girls, all of whom are connected to his past. As he befriends them and continues to interact with them, the long forgotten memories from his childhood begin to resurface...

[Written by MAL Rewrite]",4469,284475,7.94,
mal,59845,Kaoru Hana wa Rin to Saku,The Fragrant Flower Blooms with Dignity,"{""studio"": ""CloverWorks""}",anime,https://cdn.myanimelist.net/images/anime/1744/150433l.jpg,Drama|Romance|School,"Despite being adjacent to one another, Chidori Public High School and the all-girls Kikyo Private Academy seem to exist in two different worlds. While the latter boasts an immaculate reputation and favors students from wealthy backgrounds, the former is a nest for dim-witted delinquents. Everyone at Kikyo harbors a deep hatred for their Chidori neighbors.

Sixteen-year-old Rintarou Tsumugi is a student at Chidori whose intimidating face leads people to avoid him. Rintarou pays no mind to this, as he is content with his group of friends. However, there is something he has not told them yet: sometimes, he helps out at his family's cake shop.

One day at work, Rintarou sees a customer at a table, but she runs off before he can talk to her. The next day, he receives an apology from the girl, Kaoruko Waguri, who explains that she did not run away because of his appearance and that she believes Rintarou is a kind-hearted person. Although he is not used to Kaoruko's bright personality, Rintarou looks forward to forming a friendship with her. There is just one obstacle that stands in his way: Kaoruko is a Kikyo student!

[Written by MAL Rewrite]",3237,239060,8.72,
mal,45613,Kawaii dake ja Nai Shikimori-san,Shikimori's Not Just a Cutie,"{""studio"": ""Doga Kobo""}",anime,https://cdn.myanimelist.net/images/anime/1995/121695l.jpg,Comedy|Romance|School,"Yuu Izumi leads a high school life filled with one mishap after another. No matter how improbable the situation, unfortunate events strike him at every turn. In possession of such terrible luck, Izumi enters his second year with a single wish in mind—to spend more time with his affectionate girlfriend, Micchon Shikimori.

Cute, athletic, and caring, Shikimori is immensely popular at their school. But since they began dating a year ago, Izumi has witnessed a surprising side to his otherwise adorable girlfriend: when the need arises, she turns incredibly cool! His misfortunes are easily avoided when she is there to protect him with an awe-inspiring look on her face. Charming in every way, she never ceases to make his heart skip a beat. Unfortunate as he may be, Izumi is sure to see his days of bad luck end thanks to the cute yet cool Shikimori.

[Written by MAL Rewrite]",5192,597003,6.94,
mal,39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Hensuki: Are you willing to Fall in Love with a Pervert, as long as she's a Cutie?","{""studio"": ""Geek Toys""}",anime,https://cdn.myanimelist.net/images/anime/1430/102439l.jpg,Comedy|Romance|Ecchi|Harem|School,"As far as it goes, many boys, especially in their teenage years, want to have a girlfriend. Keiki Kiryuu is no exception. One eventful afternoon, his days of yearning for a lover seem to come to an end when he receives a love letter from an anonymous sender—along with a pair of white panties. 

To determine the identity of his secret admirer, referred to as Cinderella, he proceeds to investigate several possible candidates including his senior Sayuki Tokihara, his underclassman Yuika Koga, and his classmate Mao Nanjou. However, as Keiki seeks to uncover who this mystery girl might be, he comes to know about the perverted fetishes hidden behind each candidate's innocent exteriors...

[Written by MAL Rewrite]",966,350229,6.46,
mal,49828,Kidou Senshi Gundam: Suisei no Majo,Mobile Suit Gundam: The Witch from Mercury,"{""studio"": ""Sunrise""}",anime,https://cdn.myanimelist.net/images/anime/1440/127624l.jpg,Action|Sci-Fi|Mecha|School|Space,"Suletta Mercury leaves her planet and enters the Asticassia School of Technology at the behest of her mother. There, right and wrong are determined through duels between students, and the top-ranking duelist will receive Miorine Rembran as their fiancée—this prize being decided by Miorine's father.

When Guel Jeturk, the best pilot in school and Miorine's current fiancé, demands that his betrothed move in with him, Suletta disapproves, so Guel challenges her. Although she emerges as champion, Suletta is subsequently detained on suspicion of piloting a forbidden type of mobile suit—a GUND-ARM, or ""Gundam""—which results in her victory being voided.

Miorine refuses to accept any more injustices and proposes another duel with even higher stakes. Now, Suletta must triumph a second time, otherwise she will be expelled and the Gundam Aerial that means so much to her will be destroyed.

[Written by MAL Rewrite]",1809,178151,7.85,
mal,11079,Kill Me Baby,Kill Me Baby,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/9/87197l.jpg,Comedy|Gag Humor|School,"Kill Me Baby is the touching story of Yasuna, a normal (?) high school girl, and Sonya, her best friend who happens to be an assassin. Unfortunately, little Sonya's trained assassin instincts often work against her and others in her daily high school life, as Yasuna's often-broken wrist can attest to. She just wanted a hug, but she ended up with a broken neck. Isn't it sad? No, it's hilarious.

Not even Yasuna's intense ninja training can prepare her for the exciting adventures in this explosive 4-panel manga adaptation.",601,128034,6.87,
mal,38000,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,"{""studio"": ""ufotable""}",anime,https://cdn.myanimelist.net/images/anime/1286/99889l.jpg,Action|Award Winning|Supernatural|Historical,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night.

When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.

[Written by MAL Rewrite]",93326,3301910,8.43,
mal,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"{""studio"": ""ufotable""}",anime,https://cdn.myanimelist.net/images/anime/1704/106947l.jpg,Action|Supernatural|Historical,"After a string of mysterious disappearances begin to plague a train, the Demon Slayer Corps' multiple attempts to remedy the problem prove fruitless. To prevent further casualties, the Flame Pillar, Kyoujurou Rengoku, takes it upon himself to eliminate the threat. Accompanying him are some of the Corps' most promising new blood: Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira, who all hope to witness the fiery feats of this model demon slayer firsthand.

Unbeknownst to them, the demonic forces responsible for the disappearances have already put their sinister plan in motion. Under this demonic presence, the group must muster every ounce of their willpower and draw their swords to save all two hundred passengers onboard. As things begin to spiral out of control, Tanjirou's resolve and commitment to duty are put to the test.

[Written by MAL Rewrite]",13420,1694683,8.55,
mal,55701,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,"{""studio"": ""ufotable""}",anime,https://cdn.myanimelist.net/images/anime/1565/142711l.jpg,Action|Supernatural|Historical,"After a series of mighty clashes with Upper Rank Demons, the Ubuyashiki clan prepares for one last battle with the hellish forces of Muzan Kibutsuji. In order to finally defeat the Demon leader once and for all, the clan devises a training camp for the Demon Slayer Corps, one led by the remaining Hashira—the most elite warriors in the organization. Each Hashira forms a specialized exercise that will hone both their own abilities and the skills of the ordinary soldiers.

Tanjirou Kamado, a boy at the heart of the brewing conflict, recovers from wounds received in a recent fight. While his half-Demon sister Nezuko is studied by researchers like Shinobu Kochou, Tanjirou embarks to train with the Hashira, seeking mastery in each of their assigned areas of expertise to be best prepared for the coming war—skills vital to Tanjirou, as he has vowed to be the very warrior who will eliminate Muzan for good.

[Written by MAL Rewrite]",4789,663314,8.08,
mal,51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,"{""studio"": ""ufotable""}",anime,https://cdn.myanimelist.net/images/anime/1765/135099l.jpg,Action|Supernatural|Historical,"For centuries, the Demon Slayer Corps has sacredly kept the location of Swordsmith Village a secret. As the village of the greatest forgers, it provides Demon Slayers with the finest weapons, which allow them to fight night-crawling fiends and ensure the safety of humans. After his sword was chipped and deemed useless, Tanjirou Kamado, along with his precious little sister Nezuko, is escorted to the village to receive a new one.

Meanwhile, the death of an Upper Rank Demon disturbs the idle order in the demon world. As Tanjirou becomes acquainted with Mist Hashira Muichirou Tokitou and Love Hashira Mitsuri Kanroji, ferocious powers creep from the shadows and threaten to shatter the Demon Slayers' greatest line of defense.

[Written by MAL Rewrite]",9649,1018418,8.18,
